rule_index,direction,offset,multiplier,intercept,centered_score,matches,incorrect,matrix_total
2989,-1,7,13,13,-1788,30400,656976,488188
2990,-1,7,13,14,-690,27016,660360,432946
2991,-1,7,13,15,-3493,31439,655937,506517
2992,-1,7,13,16,200,25324,662052,404984
2993,-1,7,13,17,-2614,30398,656978,488982
2994,-1,7,13,18,-4016,28435,658941,458976
2995,-1,7,13,19,6975,30161,657215,475601
2996,-1,7,13,20,7869,26633,660743,418259
2997,-1,7,13,21,-3356,30369,657007,489260
2998,-1,7,13,22,192,27972,659404,447360
2999,-1,7,13,23,-410,30679,656697,491274
3000,-1,7,17,0,3819,26728,660648,423829
3001,-1,7,17,1,-2946,29944,657432,482050
3002,-1,7,17,2,2881,26879,660497,427183
3003,-1,7,17,3,544,28121,659255,449392
3004,-1,7,17,4,464,26114,661262,417360
3005,-1,7,17,5,-2109,31794,655582,510813
3006,-1,7,17,6,-6428,28924,658452,469212
3007,-1,7,17,7,991,29449,657927,470193
3008,-1,7,17,8,-1529,24728,662648,397177
3009,-1,7,17,9,-2341,31576,655800,507557
3010,-1,7,17,10,-1363,26334,661042,422707
3011,-1,7,17,11,-2268,30276,657100,486684
3012,-1,7,17,12,3066,26002,661374,412966
3013,-1,7,17,13,-153,32190,655186,515193
3014,-1,7,17,14,-1233,27047,660329,433985
3015,-1,7,17,15,4760,31657,655719,501752
3016,-1,7,17,16,4957,25876,661500,409059
3017,-1,7,17,17,517,31749,655627,507467
3018,-1,7,17,18,-1062,25907,661469,415574
3019,-1,7,17,19,-4907,29327,658049,474139
3020,-1,7,17,20,3567,28631,658745,454529
3021,-1,7,17,21,-3938,31260,656116,504098
3022,-1,7,17,22,1641,27986,659390,446135
3023,-1,7,17,23,3070,28877,658499,458962
3024,-1,7,19,0,74,25905,661471,414406
3025,-1,7,19,1,2779,30212,657164,480613
3026,-1,7,19,2,2456,29972,657404,477096
3027,-1,7,19,3,-2666,30229,657147,486330
3028,-1,7,19,4,164,24635,662741,393996
3029,-1,7,19,5,4054,29600,657776,469546
3030,-1,7,19,6,-2249,26899,660477,432633
3031,-1,7,19,7,351,29536,657840,472225
3032,-1,7,19,8,4878,26355,661021,416802
3033,-1,7,19,9,-3706,29050,658326,468506
3034,-1,7,19,10,-113,27639,659737,442337
3035,-1,7,19,11,-1424,31260,656116,501584
3036,-1,7,19,12,3017,26293,661083,417671
3037,-1,7,19,13,707,30482,656894,487005
3038,-1,7,19,14,2969,25955,661421,412311
3039,-1,7,19,15,-3788,31981,655395,515484
3040,-1,7,19,16,-1446,26269,661107,421750
3041,-1,7,19,17,-3598,30110,657266,485358
3042,-1,7,19,18,-3964,28303,659073,456812
3043,-1,7,19,19,209,31590,655786,505231
3044,-1,7,19,20,1557,25621,661755,408379
3045,-1,7,19,21,-312,30884,656492,494456
3046,-1,7,19,22,1437,27310,660066,435523
3047,-1,7,19,23,-1386,31286,656090,501962
3048,-1,7,23,0,376,26844,660532,429128
3049,-1,7,23,1,2892,30682,656694,488020
3050,-1,7,23,2,787,27170,660206,433933
3051,-1,7,23,3,-2629,30105,657271,484309
3052,-1,7,23,4,4475,27216,660160,430981
3053,-1,7,23,5,414,31773,655603,507954
3054,-1,7,23,6,-718,28211,659165,452094
3055,-1,7,23,7,-4626,29067,658309,469698
3056,-1,7,23,8,-1416,24367,663009,391288
3057,-1,7,23,9,4655,30671,656705,486081
3058,-1,7,23,10,225,27342,660034,437247
3059,-1,7,23,11,527,33671,653705,538209
3060,-1,7,23,12,1793,24678,662698,393055
3061,-1,7,23,13,-4054,29340,658036,473494
3062,-1,7,23,14,6748,28794,658582,453956
3063,-1,7,23,15,-794,31426,655950,503610
3064,-1,7,23,16,5449,25019,662357,394855
3065,-1,7,23,17,-1776,27460,659916,441136
3066,-1,7,23,18,-2056,27828,659548,447304
3067,-1,7,23,19,-1227,31821,655555,510363
3068,-1,7,23,20,-2433,26954,660422,433697
3069,-1,7,23,21,-2207,30412,656964,488799
3070,-1,7,23,22,-4450,26733,660643,432178
3071,-1,7,23,23,45,29792,657584,476627
